date,year,doy,tree_type,site,plot,plottag,species,dbh,kgc,basal_area
2000-06-16,2000,168,live,ems,E5,E5-903,ro,25.99,184.02,530.52
2000-06-16,2000,168,live,ems,E5,E5-905,hem,20.17,50.15,319.52
2000-06-16,2000,168,live,ems,F1,F1-933,rm,17.94,63.17,252.78
2000-06-16,2000,168,live,ems,G1,G1-153,rm,12.4,26.72,120.76
2000-06-16,2000,168,live,ems,G1,G1-165,rm,14.17,36.46,157.7
2000-06-16,2000,168,live,ems,G1,G1-175,ro,26.77,197.49,562.84
2000-06-16,2000,168,live,ems,G1,G1-176,rm,14.57,38.9,166.73
2000-06-16,2000,168,live,ems,H1,H1-302,ro,37.18,433.02,1085.7
2000-06-16,2000,168,live,ems,H1,H1-309,ro,34.28,356.63,922.94
2000-06-16,2000,168,live,ems,H1,H1-318,rm,20.75,88.67,338.16
2000-06-22,2000,174,live,ems,C1,C1-217,hem,28.13,112.9,621.48
2000-06-22,2000,174,live,ems,C1,C1-351,hem,19.73,47.53,305.73
2000-06-22,2000,174,live,ems,C1,C1-356,ro,35.31,382.78,979.23
2000-06-22,2000,174,live,ems,C1,C1-362,ro,40.58,533.75,1293.34
2000-06-22,2000,174,live,ems,C1,C1-366,ro,34.2,354.64,918.63
2000-06-22,2000,174,live,ems,C2,C2-380,rm,20.43,85.52,327.81
2000-06-22,2000,174,live,ems,C2,C2-386,ro,38.5,470.68,1164.16
2000-06-22,2000,174,live,ems,D1,D1-529,rm,22.39,105.87,393.73
2000-06-22,2000,174,live,ems,D1,D1-544,ro,30.59,271.65,734.93
2000-06-22,2000,174,live,ems,D2,D2-288,hem,14.37,21.98,162.18
2000-06-22,2000,174,live,ems,D2,D2-583,rm,20.63,87.48,334.26
2000-06-22,2000,174,live,ems,E1,E1-677,hem,25.37,87.74,505.51
2000-06-22,2000,174,live,ems,E1,E1-678,hem,15.09,24.75,178.84
2000-06-22,2000,174,live,ems,E5,E5-876,hem,30.86,141.58,747.97
2000-06-22,2000,174,live,ems,E5,E5-880,ro,32.38,311.2,823.46
2000-06-22,2000,174,live,ems,E5,E5-889,hem,24.87,83.58,485.78
2000-06-22,2000,174,live,ems,E5,E5-892,rm,19.6,77.64,301.72
2000-06-22,2000,174,live,ems,E5,E5-893,hem,23.53,73.02,434.84
2000-06-22,2000,174,live,ems,E5,E5-895,rm,20.92,90.37,343.73
2000-06-22,2000,174,live,ems,E5,E5-903,ro,26,184.19,530.93
2000-06-22,2000,174,live,ems,E5,E5-905,hem,20.17,50.15,319.52
2000-06-22,2000,174,live,ems,F1,F1-933,rm,17.94,63.17,252.78
2000-06-22,2000,174,live,ems,G1,G1-153,rm,12.41,26.77,120.96
2000-06-22,2000,174,live,ems,G1,G1-165,rm,14.18,36.52,157.92
2000-06-22,2000,174,live,ems,G1,G1-175,ro,26.79,197.85,563.68
2000-06-22,2000,174,live,ems,G1,G1-176,rm,14.59,39.03,167.19
2000-06-22,2000,174,live,ems,H1,H1-302,ro,37.19,433.3,1086.28
2000-06-22,2000,174,live,ems,H1,H1-309,ro,34.31,357.38,924.55
2000-06-22,2000,174,live,ems,H1,H1-318,rm,20.76,88.77,338.49
2000-07-02,2000,184,live,ems,C1,C1-217,hem,28.17,113.3,623.25
2000-07-02,2000,184,live,ems,C1,C1-351,hem,19.75,47.65,306.35
2000-07-02,2000,184,live,ems,C1,C1-356,ro,35.32,383.04,979.79
2000-07-02,2000,184,live,ems,C1,C1-362,ro,40.57,533.43,1292.71
2000-07-02,2000,184,live,ems,C1,C1-366,ro,34.19,354.4,918.1
2000-07-02,2000,184,live,ems,C2,C2-380,rm,20.43,85.52,327.81
2000-07-02,2000,184,live,ems,C2,C2-386,ro,38.52,471.26,1165.37
2000-07-02,2000,184,live,ems,D1,D1-529,rm,22.41,106.09,394.43
2000-07-02,2000,184,live,ems,D1,D1-544,ro,30.64,272.71,737.34
2000-07-02,2000,184,live,ems,D2,D2-288,hem,14.39,22.05,162.63
2000-07-02,2000,184,live,ems,D2,D2-583,rm,20.64,87.58,334.59
2000-07-02,2000,184,live,ems,E1,E1-677,hem,25.39,87.91,506.31
2000-07-02,2000,184,live,ems,E1,E1-678,hem,15.09,24.75,178.84
2000-07-02,2000,184,live,ems,E5,E5-876,hem,30.87,141.7,748.45
2000-07-02,2000,184,live,ems,E5,E5-880,ro,32.43,312.34,826.01
2000-07-02,2000,184,live,ems,E5,E5-889,hem,24.9,83.83,486.95
2000-07-02,2000,184,live,ems,E5,E5-892,rm,19.6,77.64,301.72
2000-07-02,2000,184,live,ems,E5,E5-893,hem,23.55,73.17,435.58
2000-07-02,2000,184,live,ems,E5,E5-895,rm,20.94,90.57,344.38
2000-07-02,2000,184,live,ems,E5,E5-903,ro,26.03,184.69,532.16
2000-07-02,2000,184,live,ems,E5,E5-905,hem,20.2,50.34,320.47
2000-07-02,2000,184,live,ems,F1,F1-933,rm,17.96,63.34,253.34
2000-07-02,2000,184,live,ems,G1,G1-153,rm,12.47,27.07,122.13
2000-07-02,2000,184,live,ems,G1,G1-165,rm,14.17,36.46,157.7
2000-07-02,2000,184,live,ems,G1,G1-175,ro,26.82,198.38,564.95
2000-07-02,2000,184,live,ems,G1,G1-176,rm,14.63,39.28,168.1
2000-07-02,2000,184,live,ems,H1,H1-302,ro,37.19,433.3,1086.28
2000-07-02,2000,184,live,ems,H1,H1-309,ro,34.33,357.88,925.63
2000-07-02,2000,184,live,ems,H1,H1-318,rm,20.79,89.07,339.47
2000-07-06,2000,188,live,ems,C1,C1-217,hem,28.18,113.4,623.69
2000-07-06,2000,188,live,ems,C1,C1-351,hem,19.78,47.82,307.29
2000-07-06,2000,188,live,ems,C1,C1-356,ro,35.33,383.3,980.34
2000-07-06,2000,188,live,ems,C1,C1-362,ro,40.57,533.43,1292.71
2000-07-06,2000,188,live,ems,C1,C1-366,ro,34.2,354.64,918.63
2000-07-06,2000,188,live,ems,C2,C2-380,rm,20.43,85.52,327.81
2000-07-06,2000,188,live,ems,C2,C2-386,ro,38.53,471.55,1165.97
2000-07-06,2000,188,live,ems,D1,D1-529,rm,22.41,106.09,394.43
2000-07-06,2000,188,live,ems,D1,D1-544,ro,30.64,272.71,737.34
2000-07-06,2000,188,live,ems,D2,D2-288,hem,14.4,22.09,162.86
2000-07-06,2000,188,live,ems,D2,D2-583,rm,20.64,87.58,334.59
2000-07-06,2000,188,live,ems,E1,E1-677,hem,25.42,88.16,507.51
2000-07-06,2000,188,live,ems,E1,E1-678,hem,15.1,24.79,179.08
2000-07-06,2000,188,live,ems,E5,E5-876,hem,30.87,141.7,748.45
2000-07-06,2000,188,live,ems,E5,E5-880,ro,32.43,312.34,826.01
2000-07-06,2000,188,live,ems,E5,E5-889,hem,24.92,83.99,487.74
2000-07-06,2000,188,live,ems,E5,E5-892,rm,19.61,77.73,302.03
2000-07-06,2000,188,live,ems,E5,E5-893,hem,23.56,73.24,435.95
2000-07-06,2000,188,live,ems,E5,E5-895,rm,20.95,90.67,344.71
2000-07-06,2000,188,live,ems,E5,E5-903,ro,26.04,184.86,532.56
2000-07-06,2000,188,live,ems,E5,E5-905,hem,20.21,50.4,320.79
2000-07-06,2000,188,live,ems,F1,F1-933,rm,17.97,63.42,253.62
2000-07-06,2000,188,live,ems,G1,G1-153,rm,12.48,27.12,122.33
2000-07-06,2000,188,live,ems,G1,G1-165,rm,14.17,36.46,157.7
2000-07-06,2000,188,live,ems,G1,G1-175,ro,26.82,198.38,564.95
2000-07-06,2000,188,live,ems,G1,G1-176,rm,14.64,39.34,168.33
2000-07-06,2000,188,live,ems,H1,H1-302,ro,37.19,433.3,1086.28
2000-07-06,2000,188,live,ems,H1,H1-309,ro,34.34,358.12,926.17
2000-07-06,2000,188,live,ems,H1,H1-318,rm,20.8,89.17,339.79
2000-07-13,2000,195,live,ems,C1,C1-217,hem,28.2,113.59,624.58
2000-07-13,2000,195,live,ems,C1,C1-351,hem,19.79,47.88,307.6
2000-07-13,2000,195,live,ems,C1,C1-356,ro,35.33,383.3,980.34
2000-07-13,2000,195,live,ems,C1,C1-362,ro,40.57,533.43,1292.71
2000-07-13,2000,195,live,ems,C1,C1-366,ro,34.19,354.4,918.1
2000-07-13,2000,195,live,ems,C2,C2-380,rm,20.43,85.52,327.81
2000-07-13,2000,195,live,ems,C2,C2-386,ro,38.53,471.55,1165.97
2000-07-13,2000,195,live,ems,D1,D1-529,rm,22.43,106.31,395.14
2000-07-13,2000,195,live,ems,D1,D1-544,ro,30.64,272.71,737.34
2000-07-13,2000,195,live,ems,D2,D2-288,hem,14.4,22.09,162.86
2000-07-13,2000,195,live,ems,D2,D2-583,rm,20.64,87.58,334.59
2000-07-13,2000,195,live,ems,E1,E1-677,hem,25.45,88.42,508.7
2000-07-13,2000,195,live,ems,E1,E1-678,hem,15.13,24.91,179.79
2000-07-13,2000,195,live,ems,E5,E5-876,hem,30.87,141.7,748.45
2000-07-13,2000,195,live,ems,E5,E5-880,ro,32.43,312.34,826.01
2000-07-13,2000,195,live,ems,E5,E5-889,hem,24.93,84.07,488.13
2000-07-13,2000,195,live,ems,E5,E5-892,rm,19.6,77.64,301.72
2000-07-13,2000,195,live,ems,E5,E5-893,hem,23.56,73.24,435.95
2000-07-13,2000,195,live,ems,E5,E5-895,rm,20.95,90.67,344.71
2000-07-13,2000,195,live,ems,E5,E5-903,ro,26.06,185.2,533.38
2000-07-13,2000,195,live,ems,E5,E5-905,hem,20.21,50.4,320.79
2000-07-13,2000,195,live,ems,F1,F1-933,rm,17.98,63.5,253.9
2000-07-13,2000,195,live,ems,G1,G1-153,rm,12.49,27.17,122.52
2000-07-13,2000,195,live,ems,G1,G1-165,rm,14.17,36.46,157.7
2000-07-13,2000,195,live,ems,G1,G1-175,ro,26.83,198.55,565.37
2000-07-13,2000,195,live,ems,G1,G1-176,rm,14.65,39.4,168.56
2000-07-13,2000,195,live,ems,H1,H1-302,ro,37.19,433.3,1086.28
2000-07-13,2000,195,live,ems,H1,H1-309,ro,34.34,358.12,926.17
2000-07-13,2000,195,live,ems,H1,H1-318,rm,20.81,89.27,340.12
2000-07-18,2000,200,live,ems,C1,C1-217,hem,28.23,113.89,625.91
2000-07-18,2000,200,live,ems,C1,C1-351,hem,19.85,48.24,309.46
2000-07-18,2000,200,live,ems,C1,C1-356,ro,35.36,384.07,982.01
2000-07-18,2000,200,live,ems,C1,C1-362,ro,40.59,534.06,1293.98
2000-07-18,2000,200,live,ems,C1,C1-366,ro,34.22,355.14,919.71
2000-07-18,2000,200,live,ems,C2,C2-380,rm,20.43,85.52,327.81
2000-07-18,2000,200,live,ems,C2,C2-386,ro,38.57,472.72,1168.39
2000-07-18,2000,200,live,ems,D1,D1-529,rm,22.47,106.75,396.55
2000-07-18,2000,200,live,ems,D1,D1-544,ro,30.68,273.56,739.27
2000-07-18,2000,200,live,ems,D2,D2-288,hem,14.42,22.17,163.31
2000-07-18,2000,200,live,ems,D2,D2-583,rm,20.67,87.88,335.56
2000-07-18,2000,200,live,ems,E1,E1-677,hem,25.48,88.67,509.9
2000-07-18,2000,200,live,ems,E1,E1-678,hem,15.15,24.99,180.27
2000-07-18,2000,200,live,ems,E5,E5-876,hem,30.89,141.92,749.42
2000-07-18,2000,200,live,ems,E5,E5-880,ro,32.48,313.5,828.56
2000-07-18,2000,200,live,ems,E5,E5-889,hem,24.95,84.24,488.91
2000-07-18,2000,200,live,ems,E5,E5-892,rm,19.62,77.82,302.33
2000-07-18,2000,200,live,ems,E5,E5-893,hem,23.59,73.47,437.06
2000-07-18,2000,200,live,ems,E5,E5-895,rm,20.98,90.98,345.7
2000-07-18,2000,200,live,ems,E5,E5-903,ro,26.1,185.88,535.02
2000-07-18,2000,200,live,ems,E5,E5-905,hem,20.24,50.58,321.74
2000-07-18,2000,200,live,ems,F1,F1-933,rm,18,63.67,254.47
2000-07-18,2000,200,live,ems,G1,G1-153,rm,12.52,27.32,123.11
2000-07-18,2000,200,live,ems,G1,G1-165,rm,14.17,36.46,157.7
2000-07-18,2000,200,live,ems,G1,G1-175,ro,26.88,199.44,567.48
2000-07-18,2000,200,live,ems,G1,G1-176,rm,14.72,39.84,170.18
2000-07-18,2000,200,live,ems,H1,H1-302,ro,37.22,434.14,1088.03
2000-07-18,2000,200,live,ems,H1,H1-309,ro,34.38,359.12,928.33
2000-07-18,2000,200,live,ems,H1,H1-318,rm,20.85,89.67,341.43
2000-07-21,2000,203,live,ems,C1,C1-217,hem,28.25,114.08,626.8
2000-07-21,2000,203,live,ems,C1,C1-351,hem,19.86,48.3,309.78
2000-07-21,2000,203,live,ems,C1,C1-356,ro,35.37,384.33,982.56
2000-07-21,2000,203,live,ems,C1,C1-362,ro,40.58,533.75,1293.34
2000-07-21,2000,203,live,ems,C1,C1-366,ro,34.22,355.14,919.71
2000-07-21,2000,203,live,ems,C2,C2-380,rm,20.43,85.52,327.81
2000-07-21,2000,203,live,ems,C2,C2-386,ro,38.58,473.02,1169
2000-07-21,2000,203,live,ems,D1,D1-529,rm,22.47,106.75,396.55
2000-07-21,2000,203,live,ems,D1,D1-544,ro,30.69,273.78,739.75
2000-07-21,2000,203,live,ems,D2,D2-288,hem,14.43,22.2,163.54
2000-07-21,2000,203,live,ems,D2,D2-583,rm,20.67,87.88,335.56
2000-07-21,2000,203,live,ems,E1,E1-677,hem,25.51,88.93,511.11
2000-07-21,2000,203,live,ems,E1,E1-678,hem,15.16,25.03,180.5
2000-07-21,2000,203,live,ems,E5,E5-876,hem,30.9,142.03,749.91
2000-07-21,2000,203,live,ems,E5,E5-880,ro,32.53,314.65,831.11
2000-07-21,2000,203,live,ems,E5,E5-889,hem,24.97,84.4,489.7
2000-07-21,2000,203,live,ems,E5,E5-892,rm,19.62,77.82,302.33
2000-07-21,2000,203,live,ems,E5,E5-893,hem,23.59,73.47,437.06
2000-07-21,2000,203,live,ems,E5,E5-895,rm,20.98,90.98,345.7
2000-07-21,2000,203,live,ems,E5,E5-903,ro,26.12,186.22,535.84
2000-07-21,2000,203,live,ems,E5,E5-905,hem,20.25,50.64,322.06
2000-07-21,2000,203,live,ems,F1,F1-933,rm,18.01,63.75,254.75
2000-07-21,2000,203,live,ems,G1,G1-153,rm,12.52,27.32,123.11
2000-07-21,2000,203,live,ems,G1,G1-165,rm,14.18,36.52,157.92
2000-07-21,2000,203,live,ems,G1,G1-175,ro,26.88,199.44,567.48
2000-07-21,2000,203,live,ems,G1,G1-176,rm,14.72,39.84,170.18
2000-07-21,2000,203,live,ems,H1,H1-302,ro,37.22,434.14,1088.03
2000-07-21,2000,203,live,ems,H1,H1-309,ro,34.39,359.37,928.87
2000-07-21,2000,203,live,ems,H1,H1-318,rm,20.85,89.67,341.43
2000-08-02,2000,215,live,ems,C1,C1-217,hem,28.28,114.38,628.13
2000-08-02,2000,215,live,ems,C1,C1-351,hem,19.9,48.53,311.03
2000-08-02,2000,215,live,ems,C1,C1-356,ro,35.39,384.85,983.67
2000-08-02,2000,215,live,ems,C1,C1-362,ro,40.59,534.06,1293.98
2000-08-02,2000,215,live,ems,C1,C1-366,ro,34.21,354.89,919.17
2000-08-02,2000,215,live,ems,C2,C2-380,rm,20.44,85.61,328.13
2000-08-02,2000,215,live,ems,C2,C2-386,ro,38.6,473.6,1170.21
2000-08-02,2000,215,live,ems,D1,D1-529,rm,22.49,106.97,397.25
2000-08-02,2000,215,live,ems,D1,D1-544,ro,30.7,273.99,740.23
2000-08-02,2000,215,live,ems,D2,D2-288,hem,14.44,22.24,163.77
2000-08-02,2000,215,live,ems,D2,D2-583,rm,20.68,87.98,335.89
2000-08-02,2000,215,live,ems,E1,E1-677,hem,25.53,89.1,511.91
2000-08-02,2000,215,live,ems,E1,E1-678,hem,15.17,25.07,180.74
2000-08-02,2000,215,live,ems,E5,E5-876,hem,30.91,142.14,750.39
2000-08-02,2000,215,live,ems,E5,E5-880,ro,32.52,314.42,830.6
2000-08-02,2000,215,live,ems,E5,E5-889,hem,24.97,84.4,489.7
2000-08-02,2000,215,live,ems,E5,E5-892,rm,19.6,77.64,301.72
2000-08-02,2000,215,live,ems,E5,E5-893,hem,23.6,73.55,437.44
2000-08-02,2000,215,live,ems,E5,E5-895,rm,20.99,91.08,346.03
2000-08-02,2000,215,live,ems,E5,E5-903,ro,26.15,186.74,537.07
2000-08-02,2000,215,live,ems,E5,E5-905,hem,20.26,50.7,322.38
2000-08-02,2000,215,live,ems,F1,F1-933,rm,18.01,63.75,254.75
2000-08-02,2000,215,live,ems,G1,G1-153,rm,12.53,27.38,123.31
2000-08-02,2000,215,live,ems,G1,G1-165,rm,14.17,36.46,157.7
2000-08-02,2000,215,live,ems,G1,G1-175,ro,26.91,199.97,568.74
2000-08-02,2000,215,live,ems,G1,G1-176,rm,14.75,40.03,170.87
2000-08-02,2000,215,live,ems,H1,H1-302,ro,37.22,434.14,1088.03
2000-08-02,2000,215,live,ems,H1,H1-309,ro,34.39,359.37,928.87
2000-08-02,2000,215,live,ems,H1,H1-318,rm,20.85,89.67,341.43
2000-08-08,2000,221,live,ems,C1,C1-217,hem,28.28,114.38,628.13
2000-08-08,2000,221,live,ems,C1,C1-351,hem,19.9,48.53,311.03
2000-08-08,2000,221,live,ems,C1,C1-356,ro,35.39,384.85,983.67
2000-08-08,2000,221,live,ems,C1,C1-362,ro,40.6,534.38,1294.62
2000-08-08,2000,221,live,ems,C1,C1-366,ro,34.23,355.39,920.25
2000-08-08,2000,221,live,ems,C2,C2-380,rm,20.44,85.61,328.13
2000-08-08,2000,221,live,ems,C2,C2-386,ro,38.61,473.9,1170.82
2000-08-08,2000,221,live,ems,D1,D1-529,rm,22.49,106.97,397.25
2000-08-08,2000,221,live,ems,D1,D1-544,ro,30.71,274.2,740.71
2000-08-08,2000,221,live,ems,D2,D2-288,hem,14.45,22.28,163.99
2000-08-08,2000,221,live,ems,D2,D2-583,rm,20.68,87.98,335.89
2000-08-08,2000,221,live,ems,E1,E1-677,hem,25.54,89.18,512.31
2000-08-08,2000,221,live,ems,E1,E1-678,hem,15.18,25.11,180.98
2000-08-08,2000,221,live,ems,E5,E5-876,hem,30.91,142.14,750.39
2000-08-08,2000,221,live,ems,E5,E5-880,ro,32.56,315.35,832.64
2000-08-08,2000,221,live,ems,E5,E5-889,hem,24.98,84.49,490.09
2000-08-08,2000,221,live,ems,E5,E5-892,rm,19.62,77.82,302.33
2000-08-08,2000,221,live,ems,E5,E5-893,hem,23.6,73.55,437.44
2000-08-08,2000,221,live,ems,E5,E5-895,rm,20.99,91.08,346.03
2000-08-08,2000,221,live,ems,E5,E5-903,ro,26.16,186.91,537.48
2000-08-08,2000,221,live,ems,E5,E5-905,hem,20.27,50.76,322.7
2000-08-08,2000,221,live,ems,F1,F1-933,rm,18.02,63.83,255.03
2000-08-08,2000,221,live,ems,G1,G1-153,rm,12.54,27.43,123.51
2000-08-08,2000,221,live,ems,G1,G1-165,rm,14.17,36.46,157.7
2000-08-08,2000,221,live,ems,G1,G1-175,ro,26.92,200.15,569.17
2000-08-08,2000,221,live,ems,G1,G1-176,rm,14.76,40.1,171.1
2000-08-08,2000,221,live,ems,H1,H1-302,ro,37.24,434.69,1089.2
2000-08-08,2000,221,live,ems,H1,H1-309,ro,34.41,359.87,929.95
2000-08-08,2000,221,live,ems,H1,H1-318,rm,20.85,89.67,341.43
2000-08-18,2000,231,live,ems,C1,C1-217,hem,28.29,114.48,628.57
2000-08-18,2000,231,live,ems,C1,C1-351,hem,19.92,48.65,311.65
2000-08-18,2000,231,live,ems,C1,C1-356,ro,35.39,384.85,983.67
2000-08-18,2000,231,live,ems,C1,C1-362,ro,40.6,534.38,1294.62
2000-08-18,2000,231,live,ems,C1,C1-366,ro,34.23,355.39,920.25
2000-08-18,2000,231,live,ems,C2,C2-380,rm,20.44,85.61,328.13
2000-08-18,2000,231,live,ems,C2,C2-386,ro,38.61,473.9,1170.82
2000-08-18,2000,231,live,ems,D1,D1-529,rm,22.49,106.97,397.25
2000-08-18,2000,231,live,ems,D1,D1-544,ro,30.72,274.42,741.19
2000-08-18,2000,231,live,ems,D2,D2-288,hem,14.45,22.28,163.99
2000-08-18,2000,231,live,ems,D2,D2-583,rm,20.68,87.98,335.89
2000-08-18,2000,231,live,ems,E1,E1-677,hem,25.54,89.18,512.31
2000-08-18,2000,231,live,ems,E1,E1-678,hem,15.18,25.11,180.98
2000-08-18,2000,231,live,ems,E5,E5-876,hem,30.92,142.26,750.88
2000-08-18,2000,231,live,ems,E5,E5-880,ro,32.56,315.35,832.64
2000-08-18,2000,231,live,ems,E5,E5-889,hem,25,84.65,490.87
2000-08-18,2000,231,live,ems,E5,E5-892,rm,19.62,77.82,302.33
2000-08-18,2000,231,live,ems,E5,E5-893,hem,23.62,73.7,438.18
2000-08-18,2000,231,live,ems,E5,E5-895,rm,21,91.18,346.36
2000-08-18,2000,231,live,ems,E5,E5-903,ro,26.18,187.25,538.31
2000-08-18,2000,231,live,ems,E5,E5-905,hem,20.27,50.76,322.7
2000-08-18,2000,231,live,ems,F1,F1-933,rm,18.02,63.83,255.03
2000-08-18,2000,231,live,ems,G1,G1-153,rm,12.54,27.43,123.51
2000-08-18,2000,231,live,ems,G1,G1-165,rm,14.17,36.46,157.7
2000-08-18,2000,231,live,ems,G1,G1-175,ro,26.93,200.33,569.59
2000-08-18,2000,231,live,ems,G1,G1-176,rm,14.77,40.16,171.34
2000-08-18,2000,231,live,ems,H1,H1-302,ro,37.24,434.69,1089.2
2000-08-18,2000,231,live,ems,H1,H1-309,ro,34.41,359.87,929.95
2000-08-18,2000,231,live,ems,H1,H1-318,rm,20.85,89.67,341.43
2000-08-25,2000,238,live,ems,C1,C1-217,hem,28.29,114.48,628.57
2000-08-25,2000,238,live,ems,C1,C1-351,hem,19.92,48.65,311.65
2000-08-25,2000,238,live,ems,C1,C1-356,ro,35.4,385.11,984.23
2000-08-25,2000,238,live,ems,C1,C1-362,ro,40.6,534.38,1294.62
2000-08-25,2000,238,live,ems,C1,C1-366,ro,34.23,355.39,920.25
2000-08-25,2000,238,live,ems,C2,C2-380,rm,20.44,85.61,328.13
2000-08-25,2000,238,live,ems,C2,C2-386,ro,38.61,473.9,1170.82
2000-08-25,2000,238,live,ems,D1,D1-529,rm,22.5,107.08,397.61
2000-08-25,2000,238,live,ems,D1,D1-544,ro,30.71,274.2,740.71
2000-08-25,2000,238,live,ems,D2,D2-288,hem,14.45,22.28,163.99
2000-08-25,2000,238,live,ems,D2,D2-583,rm,20.68,87.98,335.89
2000-08-25,2000,238,live,ems,E1,E1-677,hem,25.55,89.27,512.71
2000-08-25,2000,238,live,ems,E1,E1-678,hem,15.19,25.15,181.22
2000-08-25,2000,238,live,ems,E5,E5-876,hem,30.92,142.26,750.88
2000-08-25,2000,238,live,ems,E5,E5-880,ro,32.56,315.35,832.64
2000-08-25,2000,238,live,ems,E5,E5-889,hem,25,84.65,490.87
2000-08-25,2000,238,live,ems,E5,E5-892,rm,19.61,77.73,302.03
2000-08-25,2000,238,live,ems,E5,E5-893,hem,23.61,73.62,437.81
2000-08-25,2000,238,live,ems,E5,E5-895,rm,21,91.18,346.36
2000-08-25,2000,238,live,ems,E5,E5-903,ro,26.18,187.25,538.31
2000-08-25,2000,238,live,ems,E5,E5-905,hem,20.27,50.76,322.7
2000-08-25,2000,238,live,ems,F1,F1-933,rm,18.02,63.83,255.03
2000-08-25,2000,238,live,ems,G1,G1-153,rm,12.54,27.43,123.51
2000-08-25,2000,238,live,ems,G1,G1-165,rm,14.17,36.46,157.7
2000-08-25,2000,238,live,ems,G1,G1-175,ro,26.93,200.33,569.59
2000-08-25,2000,238,live,ems,G1,G1-176,rm,14.77,40.16,171.34
2000-08-25,2000,238,live,ems,H1,H1-302,ro,37.24,434.69,1089.2
2000-08-25,2000,238,live,ems,H1,H1-309,ro,34.41,359.87,929.95
2000-08-25,2000,238,live,ems,H1,H1-318,rm,20.85,89.67,341.43
2000-08-31,2000,244,live,ems,C1,C1-217,hem,28.29,114.48,628.57
2000-08-31,2000,244,live,ems,C1,C1-351,hem,19.91,48.59,311.34
2000-08-31,2000,244,live,ems,C1,C1-356,ro,35.39,384.85,983.67
2000-08-31,2000,244,live,ems,C1,C1-362,ro,40.59,534.06,1293.98
2000-08-31,2000,244,live,ems,C1,C1-366,ro,34.23,355.39,920.25
2000-08-31,2000,244,live,ems,C2,C2-380,rm,20.43,85.52,327.81
2000-08-31,2000,244,live,ems,C2,C2-386,ro,38.6,473.6,1170.21
2000-08-31,2000,244,live,ems,D1,D1-529,rm,22.49,106.97,397.25
2000-08-31,2000,244,live,ems,D1,D1-544,ro,30.72,274.42,741.19
2000-08-31,2000,244,live,ems,D2,D2-288,hem,14.45,22.28,163.99
2000-08-31,2000,244,live,ems,D2,D2-583,rm,20.67,87.88,335.56
2000-08-31,2000,244,live,ems,E1,E1-677,hem,25.56,89.35,513.11
2000-08-31,2000,244,live,ems,E1,E1-678,hem,15.19,25.15,181.22
2000-08-31,2000,244,live,ems,E5,E5-876,hem,30.92,142.26,750.88
2000-08-31,2000,244,live,ems,E5,E5-880,ro,32.56,315.35,832.64
2000-08-31,2000,244,live,ems,E5,E5-889,hem,24.99,84.57,490.48
2000-08-31,2000,244,live,ems,E5,E5-892,rm,19.63,77.92,302.64
2000-08-31,2000,244,live,ems,E5,E5-893,hem,23.6,73.55,437.44
2000-08-31,2000,244,live,ems,E5,E5-895,rm,21,91.18,346.36
2000-08-31,2000,244,live,ems,E5,E5-903,ro,26.16,186.91,537.48
2000-08-31,2000,244,live,ems,E5,E5-905,hem,20.27,50.76,322.7
2000-08-31,2000,244,live,ems,F1,F1-933,rm,18.04,64,255.6
2000-08-31,2000,244,live,ems,G1,G1-153,rm,12.54,27.43,123.51
2000-08-31,2000,244,live,ems,G1,G1-165,rm,14.16,36.4,157.48
2000-08-31,2000,244,live,ems,G1,G1-175,ro,26.93,200.33,569.59
2000-08-31,2000,244,live,ems,G1,G1-176,rm,14.76,40.1,171.1
2000-08-31,2000,244,live,ems,H1,H1-302,ro,37.25,434.97,1089.79
2000-08-31,2000,244,live,ems,H1,H1-309,ro,34.41,359.87,929.95
2000-08-31,2000,244,live,ems,H1,H1-318,rm,20.86,89.77,341.76
2000-09-13,2000,257,live,ems,C1,C1-217,hem,28.3,114.58,629.02
2000-09-13,2000,257,live,ems,C1,C1-351,hem,19.92,48.65,311.65
2000-09-13,2000,257,live,ems,C1,C1-356,ro,35.41,385.37,984.79
2000-09-13,2000,257,live,ems,C1,C1-362,ro,40.59,534.06,1293.98
2000-09-13,2000,257,live,ems,C1,C1-366,ro,34.23,355.39,920.25
2000-09-13,2000,257,live,ems,C2,C2-380,rm,20.46,85.81,328.78
2000-09-13,2000,257,live,ems,C2,C2-386,ro,38.6,473.6,1170.21
2000-09-13,2000,257,live,ems,D1,D1-529,rm,22.5,107.08,397.61
2000-09-13,2000,257,live,ems,D1,D1-544,ro,30.72,274.42,741.19
2000-09-13,2000,257,live,ems,D2,D2-288,hem,14.45,22.28,163.99
2000-09-13,2000,257,live,ems,D2,D2-583,rm,20.68,87.98,335.89
2000-09-13,2000,257,live,ems,E1,E1-677,hem,25.55,89.27,512.71
2000-09-13,2000,257,live,ems,E1,E1-678,hem,15.2,25.19,181.46
2000-09-13,2000,257,live,ems,E5,E5-876,hem,30.93,142.37,751.36
2000-09-13,2000,257,live,ems,E5,E5-880,ro,32.58,315.81,833.67
2000-09-13,2000,257,live,ems,E5,E5-889,hem,24.99,84.57,490.48
2000-09-13,2000,257,live,ems,E5,E5-892,rm,19.62,77.82,302.33
2000-09-13,2000,257,live,ems,E5,E5-893,hem,23.61,73.62,437.81
2000-09-13,2000,257,live,ems,E5,E5-895,rm,21,91.18,346.36
