DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           
2023-06-30                14:00:07.943              180.37509193              4329.002206               1688133607.943            2                         899                       2.0302393153E+00          2.0093674108E+00          -2.0786108280E+00         -2.0143553422E+00         2.9462255412E+00          7.0473531033E+02          3.8205711365E+01          -1.1335538120E+00         2.6180738449E+01          1.8999542805E+01          
2023-06-30                14:00:32.963              180.37538153              4329.009157               1688133632.964            2                         899                       2.0260076654E+00          2.0057879652E+00          4.9070640781E+02          4.7597167705E+02          2.8592554481E+00          7.0469090140E+02          3.8211326599E+01          -1.4485101700E+00         2.6429765701E+01          1.8958145142E+01          
2023-06-30                14:00:34.309              180.37539711              4329.009531               1688133634.310            2                         899                       2.0215806673E+00          2.0012652430E+00          4.9070640781E+02          4.7587158311E+02          2.8792840432E+00          7.0468749111E+02          3.8211326599E+01          -1.1701597820E+00         2.6429765701E+01          1.8989930589E+01          
2023-06-30                14:00:43.490              180.37550337              4329.012081               1688133643.491            2                         899                       2.0141300078E+00          1.9940776782E+00          5.2804978304E+02          5.1223146090E+02          2.8522397614E+00          7.0471472572E+02          3.8213829041E+01          -1.2388446197E+00         2.6429765701E+01          1.8990259069E+01          
2023-06-30                14:00:44.746              180.37551789              4329.012429               1688133644.746            2                         899                       2.0146556657E+00          1.9942564764E+00          5.2805145164E+02          5.1196918983E+02          2.9013168834E+00          7.0467771578E+02          3.8214219504E+01          -1.4735609664E+00         2.6429765701E+01          1.8954779252E+01          
2023-06-30                14:00:45.996              180.37553236              4329.012777               1688133645.996            2                         899                       2.0146715110E+00          1.9942720906E+00          5.2379367460E+02          5.0784103292E+02          2.9013270364E+00          7.0469384200E+02          3.8215110779E+01          -1.4591600074E+00         2.6444608385E+01          1.8958240042E+01          
2023-06-30                14:00:47.364              180.37554819              4329.013157               1688133647.364            2                         899                       2.0151235854E+00          1.9947608634E+00          5.2379367460E+02          5.0787264255E+02          2.8953979349E+00          7.0468109333E+02          3.8215110779E+01          -1.2813468674E+00         2.6678792953E+01          1.8985348581E+01          
2023-06-30                14:00:56.664              180.37565584              4329.015740               1688133656.665            2                         899                       2.0075129442E+00          1.9872443616E+00          5.2595504278E+02          5.0998161833E+02          2.8929129972E+00          7.0469337150E+02          3.8217735291E+01          -1.3365900753E+00         2.6678792953E+01          1.8978127145E+01          
2023-06-30                14:00:58.003              180.37567133              4329.016112               1688133658.003            2                         899                       2.0036731631E+00          1.9832929394E+00          5.2595504278E+02          5.0986530574E+02          2.9146428720E+00          7.0465727022E+02          3.8217735291E+01          -1.1181179838E+00         2.6678792953E+01          1.9010515895E+01          
2023-06-30                14:01:02.219              180.37572013              4329.017283               1688133662.219            2                         899                       2.0012081433E+00          1.9806460314E+00          5.2486852900E+02          5.0865217705E+02          2.9445851469E+00          7.0466795177E+02          3.8219200134E+01          -1.2305339370E+00         2.6678792953E+01          1.8989783508E+01          
2023-06-30                14:01:03.563              180.37573569              4329.017657               1688133663.564            2                         899                       1.9990199267E+00          1.9789132889E+00          5.2486852900E+02          5.0898705420E+02          2.8818804214E+00          7.0466897442E+02          3.8219200134E+01          -1.5253224965E+00         2.6678792953E+01          1.9005896183E+01          
2023-06-30                14:01:07.647              180.37578295              4329.018791               1688133667.647            2                         899                       1.9968482485E+00          1.9764749460E+00          5.3953301696E+02          5.2297817314E+02          2.9237039032E+00          7.0465649859E+02          3.8220573425E+01          -1.4354566012E+00         2.6678792953E+01          1.8958644614E+01          
2023-06-30                14:01:08.911              180.37579758              4329.019142               1688133668.911            2                         899                       1.9961050445E+00          1.9755070374E+00          5.3953301696E+02          5.2279330267E+02          2.9573987794E+00          7.0465428071E+02          3.8220573425E+01          -1.2977743638E+00         2.6678792953E+01          1.8981032239E+01          
2023-06-30                14:01:10.128              180.37581168              4329.019480               1688133670.129            2                         899                       1.9961200775E+00          1.9755218470E+00          5.3904891024E+02          5.2232416168E+02          2.9574086899E+00          7.0466237938E+02          3.8221426907E+01          -1.3747375872E+00         2.6678792953E+01          1.8965809146E+01          
2023-06-30                14:01:11.500              180.37582756              4329.019861               1688133671.501            2                         899                       1.9939199857E+00          1.9737184584E+00          5.3905064518E+02          5.2262360107E+02          2.9031018220E+00          7.0464720022E+02          3.8221824646E+01          -1.2843435229E+00         2.6678792953E+01          1.8976469987E+01          
2023-06-30                14:01:23.966              180.37597183              4329.023324               1688133683.966            2                         899                       2.0021801390E+00          1.9815644751E+00          5.2477904653E+02          5.0853184101E+02          2.9508856915E+00          7.0462617664E+02          3.8224774140E+01          -1.2545822006E+00         2.6678792953E+01          1.8985846538E+01          
2023-06-30                14:01:25.173              180.37598580              4329.023659               1688133685.173            2                         899                       2.0115931603E+00          1.9914394917E+00          5.2478518355E+02          5.0896730324E+02          2.8704518391E+00          7.0467244857E+02          3.8226219177E+01          -1.1001923084E+00         2.6678792953E+01          1.9002798080E+01          
2023-06-30                14:01:45.174              180.37621730              4329.029215               1688133705.175            2                         899                       2.0495108865E+00          2.0282505461E+00          5.1968476863E+02          5.0347785246E+02          2.9731161640E+00          7.0462582216E+02          3.8231452235E+01          -1.2425634427E+00         2.6927820206E+01          1.8986364630E+01          
2023-06-30                14:01:46.516              180.37623282              4329.029588               1688133706.516            2                         899                       2.0658854125E+00          2.0453406582E+00          5.1968701777E+02          5.0413615289E+02          2.8490401405E+00          7.0461092756E+02          3.8231987000E+01          -1.2465732919E+00         2.6715075070E+01          1.8985363007E+01          
2023-06-30                14:02:01.059              180.37640115              4329.033628               1688133721.059            2                         899                       2.0505436648E+00          2.0295216254E+00          4.9924021519E+02          4.8384936047E+02          2.9379502047E+00          7.0457913026E+02          3.8236625671E+01          -1.5264542987E+00         2.6927820206E+01          1.8962162662E+01          
2023-06-30                14:02:02.342              180.37641600              4329.033984               1688133722.342            2                         899                       2.0521067187E+00          2.0316368128E+00          4.9924021519E+02          4.8425659612E+02          2.8578079596E+00          7.0459662108E+02          3.8236625671E+01          -1.3108063589E+00         2.6927820206E+01          1.8985367908E+01          
2023-06-30                14:02:11.440              180.37652131              4329.036511               1688133731.441            2                         899                       2.0457078471E+00          2.0259255023E+00          4.9890849739E+02          4.8438353316E+02          2.7696032741E+00          7.0457794311E+02          3.8239616394E+01          -1.3419258042E+00         2.6927820206E+01          1.8976762999E+01          
2023-06-30                14:02:12.750              180.37653646              4329.036875               1688133732.750            2                         899                       2.0388092386E+00          2.0185202547E+00          4.9890849739E+02          4.8396966244E+02          2.8509555982E+00          7.0461170606E+02          3.8239616394E+01          -1.1399673658E+00         2.6927820206E+01          1.8975909618E+01          
2023-06-30                14:02:16.628              180.37658134              4329.037952               1688133736.628            2                         899                       2.0371142731E+00          2.0171514871E+00          4.9767350640E+02          4.8299451424E+02          2.8070225631E+00          7.0433508988E+02          3.8241233826E+01          -1.2574495267E+00         2.6927820206E+01          1.8984646980E+01          
2023-06-30                14:02:17.953              180.37659668              4329.038320               1688133737.953            2                         899                       2.0304396670E+00          2.0103553914E+00          4.9767350640E+02          4.8285940105E+02          2.8336525673E+00          7.0457621270E+02          3.8241233826E+01          -1.1590034227E+00         2.6927820206E+01          1.9001370361E+01          
2023-06-30                14:02:21.799              180.37664120              4329.039389               1688133741.800            2                         899                       2.0233884465E+00          2.0035357426E+00          4.9012088309E+02          4.7564720455E+02          2.8105145441E+00          7.0460407626E+02          3.8242790222E+01          -1.3006955022E+00         2.6927820206E+01          1.8967595789E+01          
2023-06-30                14:02:23.115              180.37665642              4329.039754               1688133743.115            2                         899                       2.0319571314E+00          2.0116551417E+00          4.9012088309E+02          4.7538744230E+02          2.8625187485E+00          7.0458352398E+02          3.8242790222E+01          -1.1706017627E+00         2.6927820206E+01          1.8990860377E+01          
2023-06-30                14:02:27.148              180.37670311              4329.040875               1688133747.149            2                         899                       2.0312304761E+00          2.0113993714E+00          4.8863525547E+02          4.7427538296E+02          2.7964809428E+00          7.0453248243E+02          3.8244468689E+01          -1.3088984726E+00         2.6927820206E+01          1.8979313111E+01          
2023-06-30                14:02:28.539              180.37671920              4329.041261               1688133748.539            2                         899                       2.0205331906E+00          2.0006202255E+00          4.8863525547E+02          4.7414248054E+02          2.8231538339E+00          7.0456163864E+02          3.8244468689E+01          -1.2561560096E+00         2.6927820206E+01          1.8983175796E+01          
2023-06-30                14:02:42.891              180.37688531              4329.045248               1688133762.891            2                         899                       2.0018315125E+00          1.9819734438E+00          4.7923182186E+02          4.6492658788E+02          2.8418584736E+00          7.0457121954E+02          3.8249443054E+01          -1.1392560005E+00         2.7176847458E+01          1.9001358032E+01          
2023-06-30                14:02:44.207              180.37690056              4329.045613               1688133764.208            2                         899                       2.0010905980E+00          1.9807848566E+00          4.7923221391E+02          4.6460580922E+02          2.9076679730E+00          7.0454967130E+02          3.8249544106E+01          -1.1418860764E+00         2.7176847458E+01          1.8998935523E+01          
2023-06-30                14:02:48.200              180.37694677              4329.046722               1688133768.201            2                         899                       2.0006864632E+00          1.9807964643E+00          4.9229771943E+02          4.7757105776E+02          2.8481192767E+00          7.0455761678E+02          3.8250968933E+01          -1.2774124746E+00         2.7176847458E+01          1.8973414768E+01          
2023-06-30                14:02:49.528              180.37696213              4329.047091               1688133769.528            2                         899                       2.0023977372E+00          1.9823141159E+00          4.9230256615E+02          4.7744776582E+02          2.8736430201E+00          7.0454990614E+02          3.8252185190E+01          -1.3945173286E+00         2.7176847458E+01          1.8972572011E+01          
