DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           
2023-06-30                16:08:03.709              180.46393182              4331.134364               1688141283.709            2                         899                       1.9455208718E+00          1.9267950493E+00          4.5268952243E+02          4.3957038711E+02          2.7565676012E+00          7.0420226808E+02          4.3989372253E+01          -1.1832026243E+00         3.2406421661E+01          1.8997035980E+01          
2023-06-30                16:08:05.085              180.46394775              4331.134746               1688141285.086            2                         899                       1.9430545024E+00          1.9240841037E+00          4.5269946543E+02          4.3939555031E+02          2.7965054750E+00          7.0417081396E+02          4.3992112570E+01          -1.4787241978E+00         3.2652150539E+01          1.8950486354E+01          
2023-06-30                16:08:12.137              180.46402936              4331.136705               1688141292.137            2                         899                       1.9442197631E+00          1.9255287587E+00          4.4983999127E+02          4.3681866501E+02          2.7532515774E+00          7.0418945353E+02          4.3995140076E+01          -1.3084995912E+00         3.2655448914E+01          1.8965950530E+01          
2023-06-30                16:08:13.497              180.46404512              4331.137083               1688141293.498            2                         899                       1.9454821909E+00          1.9263737375E+00          4.4983999127E+02          4.3654210745E+02          2.8135086632E+00          7.0418472512E+02          4.3995140076E+01          -1.5684068463E+00         3.2655448914E+01          1.8945669781E+01          
2023-06-30                16:08:29.063              180.46422528              4331.141407               1688141309.064            2                         899                       1.9407695196E+00          1.9208529427E+00          6.7767089067E+02          6.5675877986E+02          2.9409243101E+00          7.0419022152E+02          4.4004051208E+01          -1.3776694994E+00         3.2655448914E+01          1.8959144251E+01          
2023-06-30                16:08:30.463              180.46424147              4331.141795               1688141310.463            2                         899                       1.9375998630E+00          1.9174168467E+00          6.7767742199E+02          6.5645732171E+02          2.9856080883E+00          7.0416500551E+02          4.4005255541E+01          -1.2810558712E+00         3.2655448914E+01          1.8978539751E+01          
2023-06-30                16:08:40.259              180.46435486              4331.144517               1688141320.260            2                         899                       1.9323157935E+00          1.9119052945E+00          5.6599530692E+02          5.4802886477E+02          3.0279626443E+00          7.0417840980E+02          4.4012870789E+01          -1.4684085554E+00         3.2655448914E+01          1.8950773290E+01          
2023-06-30                16:08:41.714              180.46437170              4331.144921               1688141321.715            2                         899                       1.9294083873E+00          1.9085445797E+00          5.6599530692E+02          5.4761150925E+02          3.1006627187E+00          7.0417316482E+02          4.4012870789E+01          -1.1320985556E+00         3.2655448914E+01          1.8996275605E+01          
2023-06-30                16:08:54.362              180.46451809              4331.148434               1688141334.363            2                         899                       1.9288833731E+00          1.9077934512E+00          5.2770410769E+02          5.1037777017E+02          3.1355005657E+00          7.0415069176E+02          4.4018670139E+01          -1.5435284842E+00         3.2655448914E+01          1.8943535142E+01          
2023-06-30                16:08:55.763              180.46453431              4331.148823               1688141335.764            2                         899                       1.9393216483E+00          1.9190049607E+00          5.2771584132E+02          5.1109882340E+02          3.0028944711E+00          7.0415522453E+02          4.4021446228E+01          -1.2576974212E+00         3.2655448914E+01          1.8980679013E+01          
2023-06-30                16:09:02.595              180.46461338              4331.150721               1688141342.596            2                         899                       1.9405159654E+00          1.9202756632E+00          5.0680194995E+02          4.9091178954E+02          2.9896247669E+00          7.0416073265E+02          4.4024162292E+01          -1.4623721862E+00         3.2655448914E+01          1.8972870770E+01          
2023-06-30                16:09:03.957              180.46462914              4331.151099               1688141343.958            2                         899                       1.9360853229E+00          1.9157698436E+00          5.0680194995E+02          4.9081830250E+02          3.0077865016E+00          7.0415073258E+02          4.4024162292E+01          -1.2843111359E+00         3.2655448914E+01          1.8989615573E+01          
2023-06-30                16:09:10.641              180.46470649              4331.152956               1688141350.641            2                         899                       1.9316799191E+00          1.9103640104E+00          5.0456028106E+02          4.8784398395E+02          3.1648344045E+00          7.0416189757E+02          4.4029624939E+01          -1.4629111053E+00         3.2655448914E+01          1.8948535275E+01          
2023-06-30                16:09:12.022              180.46472248              4331.153339               1688141352.022            2                         899                       1.9346003659E+00          1.9142707801E+00          5.0456028106E+02          4.8862455512E+02          3.0122320659E+00          7.0414571436E+02          4.4029624939E+01          -1.1255124918E+00         3.2655448914E+01          1.8980770263E+01          
2023-06-30                16:09:18.680              180.46479955              4331.155189               1688141358.681            2                         899                       1.9403155782E+00          1.9201502891E+00          4.5961445579E+02          4.4525463296E+02          2.9787393172E+00          7.0415432072E+02          4.4032524109E+01          -1.4139521935E+00         3.2655448914E+01          1.8954052426E+01          
2023-06-30                16:09:20.059              180.46481551              4331.155572               1688141360.060            2                         899                       1.9403268806E+00          1.9201782709E+00          4.5962028460E+02          4.4527198904E+02          2.9762321368E+00          7.0414204740E+02          4.4034106577E+01          -1.1477068299E+00         3.2655448914E+01          1.8990221390E+01          
2023-06-30                16:09:27.407              180.46490056              4331.157613               1688141367.408            2                         899                       1.9400114988E+00          1.9204008766E+00          4.4047064172E+02          4.2707764625E+02          2.8964280492E+00          7.0413471146E+02          4.4037803650E+01          -1.3672568806E+00         3.2655448914E+01          1.8959098778E+01          
2023-06-30                16:09:28.707              180.46491560              4331.157974               1688141368.708            2                         899                       1.9515291593E+00          1.9342081675E+00          4.4047064172E+02          4.2868167172E+02          2.5399946977E+00          7.0407221955E+02          4.4037803650E+01          -1.1307943136E+00         3.2655448914E+01          1.8993142336E+01          
2023-06-30                16:09:53.888              180.46520704              4331.164969               1688141393.888            2                         899                       1.9504726756E+00          1.9323591358E+00          4.7471460060E+02          4.6143165859E+02          2.6587576466E+00          7.0407576363E+02          4.4055259705E+01          -1.2868874278E+00         3.2655448914E+01          1.8980634108E+01          
2023-06-30                16:09:55.336              180.46522381              4331.165371               1688141395.337            2                         899                       1.9511075486E+00          1.9328599655E+00          4.7472690504E+02          4.6135145941E+02          2.6777388813E+00          7.0408770873E+02          4.4058494568E+01          -1.2354492360E+00         3.2655448914E+01          1.8992858091E+01          
2023-06-30                16:10:02.048              180.46530148              4331.167236               1688141402.048            2                         899                       1.9472068093E+00          1.9284713365E+00          4.8837049662E+02          4.7422218109E+02          2.7555908642E+00          7.0407490024E+02          4.4061882019E+01          -1.3305430223E+00         3.2655448914E+01          1.8969534501E+01          
2023-06-30                16:10:03.410              180.46531725              4331.167614               1688141403.410            2                         899                       1.9444309280E+00          1.9251160289E+00          4.8837049662E+02          4.7377303710E+02          2.8457634809E+00          7.0407148470E+02          4.4061882019E+01          -1.2376589357E+00         3.2655448914E+01          1.8976486471E+01          
2023-06-30                16:10:37.749              180.46571469              4331.177153               1688141437.749            2                         899                       1.9370825796E+00          1.9165665377E+00          5.1586778037E+02          4.9944931722E+02          3.0362179404E+00          7.0410138990E+02          4.4084922791E+01          -1.2856262180E+00         3.2655448914E+01          1.8976941683E+01          
2023-06-30                16:10:39.171              180.46573115              4331.177548               1688141439.171            2                         899                       1.9325281897E+00          1.9114112572E+00          5.1587023538E+02          4.9894251001E+02          3.1335740373E+00          7.0411414463E+02          4.4085516974E+01          -1.2728960238E+00         3.2655448914E+01          1.8980812780E+01          
2023-06-30                16:12:33.605              180.46705562              4331.209335               1688141553.606            2                         899                       1.9184713759E+00          1.8969578404E+00          6.1389301286E+02          5.9323207019E+02          3.2167504839E+00          7.0414103810E+02          4.4162254333E+01          -1.5251392205E+00         3.2406421661E+01          1.8944934782E+01          
2023-06-30                16:12:35.052              180.46707237              4331.209737               1688141555.053            2                         899                       1.9120508427E+00          1.8902273998E+00          6.1390235440E+02          5.9288158642E+02          3.2747072369E+00          7.0413327330E+02          4.4164155720E+01          -1.3239569277E+00         3.2406421661E+01          1.8969627444E+01          
2023-06-30                16:12:44.328              180.46717973              4331.212314               1688141564.329            2                         899                       1.9142766792E+00          1.8926958523E+00          6.2405144040E+02          6.0293930079E+02          3.2340782174E+00          7.0414060762E+02          4.4169988620E+01          -1.3909494316E+00         3.2406421661E+01          1.8946818118E+01          
2023-06-30                16:12:45.625              180.46719475              4331.212674               1688141565.626            2                         899                       1.9103591206E+00          1.8889377415E+00          6.2406432812E+02          6.0306220036E+02          3.2165703283E+00          7.0417492514E+02          4.4172569275E+01          -1.1229794025E+00         3.2406421661E+01          1.8954902649E+01          
2023-06-30                16:12:46.950              180.46721007              4331.213042               1688141566.950            2                         899                       1.9103591206E+00          1.8889377415E+00          6.2511228919E+02          6.0407489357E+02          3.2165703283E+00          7.0416289273E+02          4.4172569275E+01          -1.3616085952E+00         3.2406421661E+01          1.8955349032E+01          
2023-06-30                16:12:48.374              180.46722655              4331.213437               1688141568.374            2                         899                       1.9125840120E+00          1.8911303074E+00          6.2511228919E+02          6.0406782138E+02          3.2176893218E+00          7.0413961085E+02          4.4172569275E+01          -1.2384674304E+00         3.2406421661E+01          1.8982827698E+01          
2023-06-30                16:13:03.660              180.46740347              4331.217683               1688141583.660            2                         899                       1.9104528041E+00          1.8882866858E+00          6.4464381597E+02          6.2221364162E+02          3.3295457297E+00          7.0415317520E+02          4.4182670593E+01          -1.2963191421E+00         3.2406421661E+01          1.8973379325E+01          
2023-06-30                16:13:04.994              180.46741892              4331.218054               1688141584.995            2                         899                       1.9101800145E+00          1.8882321381E+00          6.4464906998E+02          6.2243132560E+02          3.2968591050E+00          7.0413086301E+02          4.4183689193E+01          -1.1386630748E+00         3.2406421661E+01          1.8996164322E+01          
2023-06-30                16:13:41.934              180.46784647              4331.228315               1688141621.935            2                         899                       1.9059029673E+00          1.8843663270E+00          6.7474910321E+02          6.5186969364E+02          3.2417228734E+00          7.0413697380E+02          4.4209526062E+01          -1.2519413628E+00         3.2406421661E+01          1.8975733195E+01          
2023-06-30                16:13:43.325              180.46786257              4331.228702               1688141623.326            2                         899                       1.9044404848E+00          1.8829759069E+00          6.7474910321E+02          6.5192739106E+02          3.2332617015E+00          7.0414724954E+02          4.4209526062E+01          -1.1168568442E+00         3.2406421661E+01          1.8999051151E+01          
2023-06-30                16:14:09.269              180.46816285              4331.235908               1688141649.270            2                         899                       1.9026701746E+00          1.8813164208E+00          6.8548696103E+02          6.6239808156E+02          3.2194052942E+00          7.0419701704E+02          4.4226249695E+01          -1.4501378536E+00         3.2406421661E+01          1.8950582504E+01          
