DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           
2023-06-14                18:41:01.128              164.57015196              3949.683647               1686768061.129            0                         899                       1.9661780692E+00          1.9527504361E+00          4.2148776080E+02          4.1277142900E+02          1.9503654182E+00          6.9101992010E+02          4.0397331238E+01          -1.2772292349E+00         3.0912256241E+01          1.8962296795E+01          
2023-06-14                18:41:02.375              164.57016639              3949.683993               1686768062.376            0                         899                       1.9738129550E+00          1.9608118348E+00          4.2148776080E+02          4.1307677239E+02          1.8806506246E+00          6.9101016256E+02          4.0397331238E+01          -1.3044574158E+00         3.0912256241E+01          1.8957873363E+01          
2023-06-14                18:41:08.602              164.57023846              3949.685723               1686768068.603            0                         899                       1.9685188100E+00          1.9555943879E+00          4.2237412025E+02          4.1397226867E+02          1.8745439144E+00          6.9105630756E+02          4.0400840759E+01          -1.3111728335E+00         3.0912256241E+01          1.8956384608E+01          
2023-06-14                18:41:09.819              164.57025253              3949.686061               1686768069.819            0                         899                       1.9682886666E+00          1.9551733081E+00          4.2238238593E+02          4.1385695057E+02          1.9026468022E+00          6.9104216074E+02          4.0403265997E+01          -1.1442897999E+00         3.0912256241E+01          1.8983872066E+01          
2023-06-14                18:41:15.819              164.57032198              3949.687728               1686768075.819            0                         899                       1.9679626533E+00          1.9548307774E+00          4.1678737028E+02          4.0836303907E+02          1.9053767843E+00          6.9104987744E+02          4.0408317566E+01          -1.2953921517E+00         3.0912256241E+01          1.8955336981E+01          
2023-06-14                18:41:16.974              164.57033536              3949.688049               1686768076.975            0                         899                       1.9717208288E+00          1.9592978688E+00          4.1678737028E+02          4.0882695820E+02          1.7984065999E+00          6.9104314013E+02          4.0408317566E+01          -1.1115858555E+00         3.0912256241E+01          1.8990194321E+01          
2023-06-14                18:41:32.223              164.57051185              3949.692284               1686768092.224            0                         899                       1.9708568704E+00          1.9583843004E+00          4.1828096413E+02          4.1025706427E+02          1.8064306592E+00          6.9102811013E+02          4.0418968201E+01          -1.4941384066E+00         3.0912256241E+01          1.8929372030E+01          
2023-06-14                18:41:33.313              164.57052447              3949.692587               1686768093.314            0                         899                       1.9719563900E+00          1.9597658312E+00          4.1828096413E+02          4.1044051291E+02          1.7643417009E+00          6.9101514965E+02          4.0418968201E+01          -1.5011879277E+00         3.0912256241E+01          1.8925913640E+01          
2023-06-14                18:41:53.414              164.57075712              3949.698171               1686768113.415            0                         899                       1.9721609255E+00          1.9598242708E+00          4.1372926924E+02          4.0588318897E+02          1.7854329523E+00          6.9103350870E+02          4.0433738708E+01          -1.4728495277E+00         3.0912256241E+01          1.8935159532E+01          
2023-06-14                18:41:54.605              164.57077090              3949.698502               1686768114.606            0                         899                       1.9695150156E+00          1.9564984842E+00          4.1373683575E+02          4.0545307108E+02          1.8870309437E+00          6.9105941874E+02          4.0436005093E+01          -1.2009774952E+00         3.0912256241E+01          1.8979877863E+01          
2023-06-14                18:42:14.466              164.57100076              3949.704018               1686768134.466            0                         899                       1.9652972988E+00          1.9512048413E+00          4.5118060366E+02          4.4139069931E+02          2.0485526666E+00          6.9101299443E+02          4.0448613502E+01          -1.3861958657E+00         3.0912256241E+01          1.8984315784E+01          
2023-06-14                18:42:15.657              164.57101455              3949.704349               1686768135.657            0                         899                       1.9640419017E+00          1.9501973235E+00          4.5119310701E+02          4.4156659867E+02          2.0135593726E+00          6.9108135986E+02          4.0452049255E+01          -1.1018198729E+00         3.0912256241E+01          1.8981552124E+01          
2023-06-14                18:42:26.167              164.57113619              3949.707269               1686768146.167            0                         899                       1.9662983915E+00          1.9530098206E+00          4.3162790381E+02          4.2279357352E+02          1.9299102748E+00          6.9098595545E+02          4.0459098816E+01          -1.2513915829E+00         3.0912256241E+01          1.8968831283E+01          
2023-06-14                18:42:27.346              164.57114985              3949.707596               1686768147.347            0                         899                       1.9700855065E+00          1.9571068859E+00          4.3162790381E+02          4.2301322014E+02          1.8809500281E+00          6.9098505164E+02          4.0459098816E+01          -1.2509820161E+00         3.0912256241E+01          1.8968506301E+01          
2023-06-14                18:42:57.112              164.57149436              3949.715865               1686768177.113            0                         899                       1.9727137453E+00          1.9611399727E+00          4.0743155883E+02          4.0017898706E+02          1.6739004167E+00          6.9098226868E+02          4.0481193542E+01          -1.5626075963E+00         3.0912256241E+01          1.8916557994E+01          
2023-06-14                18:42:58.236              164.57150737              3949.716177               1686768178.237            0                         899                       1.9730632400E+00          1.9613521332E+00          4.0743155883E+02          4.0009525722E+02          1.6935796923E+00          6.9097303257E+02          4.0481193542E+01          -1.4531129275E+00         3.0912256241E+01          1.8971780764E+01          
2023-06-14                18:42:59.598              164.57152313              3949.716555               1686768179.598            0                         899                       1.9730753124E+00          1.9613641019E+00          4.0690011092E+02          3.9957335891E+02          1.6935843451E+00          6.9095125191E+02          4.0481890798E+01          -1.4182853896E+00         3.0912256241E+01          1.8936437771E+01          
2023-06-14                18:43:00.951              164.57153880              3949.716931               1686768180.952            0                         899                       1.9711386767E+00          1.9592224023E+00          4.0690934493E+02          3.9944848410E+02          1.7251228403E+00          6.9100067705E+02          4.0484703064E+01          -1.2410220681E+00         3.0912256241E+01          1.8970323967E+01          
2023-06-14                18:43:28.470              164.57185729              3949.724575               1686768208.470            0                         899                       1.9711882845E+00          1.9591131079E+00          4.0823816877E+02          4.0065456767E+02          1.7482246747E+00          6.9098623031E+02          4.0502464294E+01          -1.4802548206E+00         3.0912256241E+01          1.8937260533E+01          
2023-06-14                18:43:29.717              164.57187172              3949.724921               1686768209.717            0                         899                       1.9701697365E+00          1.9576497778E+00          4.0824331431E+02          4.0037989273E+02          1.8139744461E+00          6.9097857989E+02          4.0504026350E+01          -1.5487779632E+00         3.0912256241E+01          1.8939556665E+01          
2023-06-14                18:43:30.881              164.57188520              3949.725245               1686768210.881            0                         899                       1.9702118451E+00          1.9576914994E+00          4.1004113849E+02          4.0214301358E+02          1.8139918560E+00          6.9097352934E+02          4.0506462097E+01          -1.3329791446E+00         3.0912256241E+01          1.8950381311E+01          
2023-06-14                18:43:32.013              164.57189831              3949.725559               1686768212.014            0                         899                       1.9709073404E+00          1.9584507440E+00          4.1004113849E+02          4.0218544562E+02          1.8040559758E+00          6.9100718962E+02          4.0506462097E+01          -1.2843004086E+00         3.0912256241E+01          1.8946285437E+01          
2023-06-14                18:43:52.723              164.57213800              3949.731312               1686768232.723            0                         899                       1.9620238327E+00          1.9484328862E+00          4.3406897216E+02          4.2496586403E+02          1.9784611146E+00          6.9108189301E+02          4.0521080017E+01          -1.2844944095E+00         3.1014505841E+01          1.8928915226E+01          
2023-06-14                18:43:54.013              164.57215293              3949.731670               1686768234.013            0                         899                       1.9617441855E+00          1.9481029290E+00          4.3406897216E+02          4.2493136120E+02          1.9861211786E+00          6.9104875011E+02          4.0521080017E+01          -1.3865515696E+00         3.0912256241E+01          1.8944352977E+01          
2023-06-14                18:44:36.174              164.57264091              3949.743382               1686768276.175            0                         899                       1.9574714032E+00          1.9432137856E+00          4.5877327660E+02          4.4866402440E+02          2.0810841749E+00          6.9105577239E+02          4.0554283142E+01          -1.4360602526E+00         3.1161283493E+01          1.8937191452E+01          
2023-06-14                18:44:37.342              164.57265442              3949.743706               1686768277.342            0                         899                       1.9604783465E+00          1.9466193534E+00          4.5877327660E+02          4.4895744228E+02          2.0193607346E+00          6.9105622510E+02          4.0554283142E+01          -1.2601442566E+00         3.1095316009E+01          1.8959608735E+01          
2023-06-14                18:44:40.992              164.57269667              3949.744720               1686768280.992            0                         899                       1.9641228659E+00          1.9505173800E+00          4.3825529175E+02          4.2906439032E+02          1.9784610241E+00          6.9107341640E+02          4.0557792664E+01          -1.4378064855E+00         3.1138194874E+01          1.8933587308E+01          
2023-06-14                18:44:42.210              164.57271078              3949.745059               1686768282.211            0                         899                       1.9611554649E+00          1.9477856854E+00          4.3825529175E+02          4.2920792469E+02          1.9469120881E+00          6.9108900017E+02          4.0557792664E+01          -1.1197241545E+00         3.0912256241E+01          1.8989833832E+01          
2023-06-14                18:44:50.448              164.57280612              3949.747347               1686768290.449            0                         899                       1.9631772594E+00          1.9496318254E+00          4.3584208291E+02          4.2673724387E+02          1.9706231832E+00          6.9107690430E+02          4.0565299988E+01          -1.4647867680E+00         3.0912256241E+01          1.8944459915E+01          
2023-06-14                18:44:51.696              164.57282056              3949.747693               1686768291.696            0                         899                       1.9614594025E+00          1.9479454257E+00          4.3584208291E+02          4.2675024740E+02          1.9677487766E+00          6.9105644499E+02          4.0565299988E+01          -1.4647867680E+00         3.0912256241E+01          1.8940467594E+01          
2023-06-14                18:45:02.395              164.57294440              3949.750666               1686768302.396            0                         899                       1.9585408841E+00          1.9443970071E+00          4.5525987846E+02          4.4531224959E+02          2.0632259678E+00          6.9108834010E+02          4.0572380066E+01          -1.2985827868E+00         3.1161283493E+01          1.8945276033E+01          
2023-06-14                18:45:03.525              164.57295747              3949.750979               1686768303.525            0                         899                       1.9562751541E+00          1.9421051456E+00          4.5525987846E+02          4.4528277060E+02          2.0694771662E+00          6.9108261290E+02          4.0572380066E+01          -1.1781903205E+00         3.1096965196E+01          1.8985327474E+01          
2023-06-14                18:45:04.757              164.57297174              3949.751322               1686768304.758            0                         899                       1.9563003362E+00          1.9421300639E+00          4.5649915991E+02          4.4649483638E+02          2.0694891321E+00          6.9106617787E+02          4.0573847335E+01          -1.3542356215E+00         3.0912256241E+01          1.8963186112E+01          
2023-06-14                18:45:05.996              164.57298608              3949.751666               1686768305.997            0                         899                       1.9571901112E+00          1.9428371522E+00          4.5650735156E+02          4.4638033544E+02          2.0954066139E+00          6.9110045457E+02          4.0576072693E+01          -1.4751886137E+00         3.0912256241E+01          1.8929748535E+01          
2023-06-14                18:45:19.111              164.57313787              3949.755309               1686768319.112            0                         899                       1.9587688250E+00          1.9447021357E+00          4.5079134324E+02          4.4099544395E+02          2.0516443177E+00          6.9109460692E+02          4.0583861547E+01          -1.3448146345E+00         3.0912256241E+01          1.8942668927E+01          
2023-06-14                18:45:20.319              164.57315185              3949.755644               1686768320.320            0                         899                       1.9632852565E+00          1.9501167947E+00          4.5080263382E+02          4.4164425891E+02          1.9153038953E+00          6.9104241943E+02          4.0586967468E+01          -1.1425112486E+00         3.0912256241E+01          1.8986953735E+01          
2023-06-14                18:45:45.719              164.57344582              3949.762700               1686768345.719            0                         899                       1.9635789869E+00          1.9505384645E+00          4.2139025950E+02          4.1291271397E+02          1.8962855643E+00          6.9103390159E+02          4.0605247498E+01          -1.4003380916E+00         3.1161283493E+01          1.8938094499E+01          
2023-06-14                18:45:46.849              164.57345891              3949.763014               1686768346.850            0                         899                       1.9649255026E+00          1.9523229832E+00          4.2139025950E+02          4.1319926472E+02          1.8309183292E+00          6.9102394518E+02          4.0605247498E+01          -1.3243233952E+00         3.1161283493E+01          1.8956818536E+01          
2023-06-14                18:45:55.181              164.57355535              3949.765328               1686768355.182            0                         899                       1.9645302376E+00          1.9517759193E+00          4.1099544396E+02          4.0290994756E+02          1.8534913413E+00          6.9101928630E+02          4.0612377697E+01          -1.4234055186E+00         3.1161283493E+01          1.8939339884E+01          
2023-06-14                18:45:56.398              164.57356942              3949.765666               1686768356.398            0                         899                       1.9651602668E+00          1.9526207696E+00          4.1099608724E+02          4.0304750160E+02          1.8214845329E+00          6.9104602415E+02          4.0612571716E+01          -1.3729266591E+00         3.1161283493E+01          1.8943690382E+01          
2023-06-14                18:46:02.410              164.57363900              3949.767336               1686768362.410            0                         899                       1.9632708450E+00          1.9505381378E+00          4.1954847112E+02          4.1130329570E+02          1.8515249708E+00          6.9102901191E+02          4.0616020203E+01          -1.3610480566E+00         3.1161283493E+01          1.8947472440E+01          
2023-06-14                18:46:03.681              164.57365373              3949.767689               1686768363.682            0                         899                       1.9638080488E+00          1.9510554391E+00          4.1954847112E+02          4.1129280775E+02          1.8539274049E+00          6.9100712697E+02          4.0616020203E+01          -1.1731456692E+00         3.1161283493E+01          1.8978472855E+01          
2023-06-14                18:46:09.697              164.57372336              3949.769361               1686768369.698            0                         899                       1.9621478600E+00          1.9492782221E+00          4.1644758283E+02          4.0817184087E+02          1.8726463314E+00          6.9100774661E+02          4.0621143720E+01          -1.5187364382E+00         3.1161283493E+01          1.8919704980E+01          
2023-06-14                18:46:10.904              164.57373733              3949.769696               1686768370.905            0                         899                       1.9623556896E+00          1.9493268616E+00          4.1645507813E+02          4.0807908291E+02          1.8957625918E+00          6.9102476613E+02          4.0623374939E+01          -1.3886535120E+00         3.1161283493E+01          1.8912369697E+01          
2023-06-14                18:46:38.180              164.57405302              3949.777272               1686768398.181            0                         899                       1.9528482136E+00          1.9383489511E+00          4.7344747556E+02          4.6281599587E+02          2.1216669744E+00          6.9107684367E+02          4.0641624451E+01          -1.4582761526E+00         3.1161283493E+01          1.8915651321E+01          
2023-06-14                18:46:39.308              164.57406606              3949.777586               1686768399.308            0                         899                       1.9486695156E+00          1.9340705978E+00          4.7344747556E+02          4.6272143675E+02          2.1409750568E+00          6.9107294307E+02          4.0641624451E+01          -1.1164687872E+00         3.1161283493E+01          1.8987674713E+01          
2023-06-14                18:46:52.411              164.57421772              3949.781225               1686768412.411            0                         899                       1.9537293900E+00          1.9397574357E+00          4.4936476646E+02          4.3964001853E+02          2.0430217904E+00          6.9107627616E+02          4.0652458191E+01          -1.2585705424E+00         3.1161283493E+01          1.8964995883E+01          
2023-06-14                18:46:53.561              164.57423103              3949.781545               1686768413.561            0                         899                       1.9509232740E+00          1.9369714555E+00          4.4936476646E+02          4.3964006532E+02          2.0430117422E+00          6.9108089907E+02          4.0652458191E+01          -1.3555830093E+00         3.1161283493E+01          1.8950466851E+01          
2023-06-14                18:46:54.769              164.57424501              3949.781880               1686768414.769            0                         899                       1.9509557624E+00          1.9370036080E+00          4.5358904459E+02          4.4377285401E+02          2.0430270292E+00          6.9108309431E+02          4.0654356748E+01          -1.3621798264E+00         3.1161283493E+01          1.8948917528E+01          
2023-06-14                18:46:55.877              164.57425784              3949.782188               1686768415.877            0                         899                       1.9517183509E+00          1.9376949440E+00          4.5359571740E+02          4.4373378488E+02          2.0527279408E+00          6.9106598507E+02          4.0656181335E+01          -1.4642800724E+00         3.1161283493E+01          1.8930740824E+01          
2023-06-14                18:47:01.815              164.57432657              3949.783838               1686768421.816            0                         899                       1.9536686417E+00          1.9400991596E+00          4.3918023954E+02          4.2994551026E+02          1.9838215960E+00          6.9107344429E+02          4.0659782410E+01          -1.3932238651E+00         3.1161283493E+01          1.8946802215E+01          
2023-06-14                18:47:03.039              164.57434073              3949.784178               1686768423.039            0                         899                       1.9549190107E+00          1.9414571476E+00          4.3918023954E+02          4.3002349805E+02          1.9667113722E+00          6.9106850085E+02          4.0659782410E+01          -1.2628390915E+00         3.1161283493E+01          1.8968323550E+01          
